location	phenotype	pheno_mim	inherit	mapping_key	gene_related	gene_mim	annovar_gene
17q21.2	Dermatopathia pigmentosa reticularis	125595	AD	3	KRT14	148066	KRT14
19p13.12	Vibratory urticaria	125630	AD	3	ADGRE2	606100	ADGRE2
20p13	"Diabetes insipidus, neurohypophyseal"	125700	AD	3	AVP	192340	AVP
12q13.12	"Diabetes insipidus, nephrogenic"	125800	AD	3	AQP2	107777	AQP2
20q13.12	"MODY, type I"	125850	AD	3	HNF4A	600281	HNF4A
7p13	"MODY, type II"	125851	AD	3	GCK	138079	GCK
11p15.5	"Diabetes mellitus, insulin-dependent, 2"	125852	AD	3	INS	176730	INS
2q24.1	"{Diabetes, type 2, susceptibility to}"	125853	AD	3	GPD2	138430	GPD2
2q31.3	"{Diabetes mellitus, noninsulin-dependent}"	125853	AD	3	NEUROD1	601724	NEUROD1
2q36.3	"{Diabetes mellitus, noninsulin-dependent}"	125853	AD	3	IRS1	147545	IRS1
3p25.2	"{Diabetes, type 2}"	125853	AD	3	PPARG	601487	PPARG
3q26.2	"{Diabetes mellitus, noninsulin-dependent}"	125853	AD	3	SLC2A2	138160	SLC2A2
3q27.2	"{Diabetes mellitus, noninsulin-dependent, susceptibility to}"	125853	AD	3	IGF2BP2	608289	IGF2BP2
4p16.1	"{Diabetes mellitus, noninsulin-dependent, association with}"	125853	AD	3	WFS1	606201	WFS1
6p22.3	"{Diabetes mellitus, noninsulin-dependent, susceptibility to}"	125853	AD	3	CDKAL1	611259	CDKAL1
6p21.31	"{Diabetes mellitus, noninsulin-dependent, susceptibility to}"	125853	AD	3	HMGA1	600701	HMGA1
6q23.2	"{Diabetes mellitus, non-insulin-dependent, susceptibility to}"	125853	AD	3	ENPP1	173335	ENPP1
7p13	"Diabetes mellitus, noninsulin-dependent, late onset"	125853	AD	3	GCK	138079	GCK
7q31.1	"Insulin resistance, severe, digenic"	125853	AD	3	PPP1R3A	600917	PPP1R3A
7q32.1	"Diabetes mellitus, type 2"	125853	AD	3	PAX4	167413	PAX4
8q24.11	"{Diabetes mellitus, noninsulin-dependent, susceptibility to}"	125853	AD	3	SLC30A8	611145	SLC30A8
10q25.2-q25.3	"{Diabetes mellitus, type 2, susceptibility to}"	125853	AD	3	TCF7L2	602228	TCF7L2
11p15.1	"{Diabetes mellitus, type 2, susceptibility to}"	125853	AD	3	KCNJ11	600937	KCNJ11
11p15.1	"Diabetes mellitus, noninsulin-dependent"	125853	AD	3	ABCC8	600509	ABCC8
11p11.2	"{Diabetes mellitus, noninsulin-dependent}"	125853	AD	3	MAPK8IP1	604641	MAPK8IP1
11q14.3	"{Diabetes mellitus, type 2, susceptibility to}"	125853	AD	3	MTNR1B	600804	MTNR1B
12q24.31	"{Diabetes mellitus, noninsulin-dependent, 2}"	125853	AD	3	HNF1A	142410	HNF1A
13q12.2	"{Diabetes mellitus, type II, susceptibility to}"	125853	AD	3	PDX1	600733	PDX1
13q34	"{Diabetes mellitus, noninsulin-dependent}"	125853	AD	3	IRS2	600797	IRS2
15q21.3	"{Diabetes mellitus, noninsulin-dependent}"	125853	AD	3	LIPC	151670	LIPC
17q12	"Diabetes mellitus, noninsulin-dependent"	125853	AD	3	HNF1B	189907	HNF1B
17q25.3	"{Diabetes mellitus, noninsulin-dependent}"	125853	AD	3	GCGR	138033	GCGR
19p13.2	"{Hypertension, insulin resistance-related, susceptibility to}"	125853	AD	3	RETN	605565	RETN
19p13.2	"{Diabetes mellitus, noninsulin-dependent, susceptibility to}"	125853	AD	3	RETN	605565	RETN
19q13.2	"Diabetes mellitus, type II"	125853	AD	3	AKT2	164731	AKT2
20q13.12	"{Diabetes mellitus, noninsulin-dependent}"	125853	AD	3	HNF4A	600281	HNF4A
20q13.13	"{Insulin resistance, susceptibility to}"	125853	AD	3	PTPN1	176885	PTPN1
2q37.3	"{Multiple sclerosis, disease progression, modifier of}"	126200	Mu	3	PDCD1	600244	PDCD1
6p21.32	"{Multiple sclerosis, susceptibility to, 1}"	126200	Mu	3	HLA-DRB1	142857	HLA-DRB1
6p21.32	"{Multiple sclerosis, susceptibility to, 1}"	126200	Mu	3	HLA-DQB1	604305	HLA-DQB1
2p16.1	Doyne honeycomb degeneration of retina	126600	AD	3	EFEMP1	601548	EFEMP1
1q31.3	Basal laminar drusen	126700	AD	3	CFH	134370	CFH
11q12.1	"Kenny-Caffey syndrome, type 2"	127000	AD	3	FAM111A	615292	FAM111A
Xp22.33	Leri-Weill dyschondrosteosis	127300	AD	3	SHOX	312865	SHOX
Yp11.2	Leri-Weill dyschondrosteosis	127300	AD	3	SHOXY	400020	SHOX
1q21.3	Dyschromatosis symmetrica hereditaria	127400	AD	3	ADAR	146920	ADAR
3q26.2	"Dyskeratosis congenita, autosomal dominant 1"	127550	AD	3	TERC	602322	TERC
15q21.3	"{Dyslexia, susceptibility to, 1}"	127700	AD	3	DNAAF4	608706	DYX1C1
1q22	"{Lewy body dementia, susceptibility to}"	127750	AD	3	GBA	606463	GBA
4q22.1	"Dementia, Lewy body"	127750	AD	3	SNCA	163890	SNCA
5q35.2	"Dementia, Lewy body"	127750	AD	3	SNCB	602569	SNCB
9q34.11	"Dystonia-1, torsion"	128100	AD	3	DYT1	605204	TOR1A
19p13.3	"Dystonia 4, torsion, autosomal dominant"	128101	AD	3	TUBB4A	602662	TUBB4A
16p11.2	Episodic kinesigenic dyskinesia 1	128200	AD	3	PRRT2	614386	PRRT2
14q22.2	"Dystonia, DOPA-responsive, with or without hyperphenylalaninemia"	128230	AD	3	GCH1	600225	GCH1
19q13.2	Dystonia-12	128235	AD	3	ATP1A3	182350	ATP1A3
4q22.3	Basan syndrome	129200	AD	3	SMARCAD1	612761	SMARCAD1
3q28	Rapp-Hodgkin syndrome	129400	AD	3	TP63	603273	TP63
3q28	Orofacial cleft 8	129400	AD	3	TP63	603273	TP63
2q13	"Ectodermal dysplasia 10A, hypohidrotic/hair/nail type, autosomal dominant"	129490	AD	3	EDAR	604095	EDAR
13q12.11	"Ectodermal dysplasia 2, Clouston type"	129500	AD	3	GJB6	604418	GJB6
15q21.1	"Ectopia lentis, familial"	129600	AD	3	FBN1	134797	FBN1
9q34.3	"Ehlers-Danlos syndrome, classic type, 1"	130000	AD	3	COL5A1	120215	COL5A1
2q32.2	"Ehlers-Danlos syndrome, classic type, 2"	130010	None	3	COL5A2	120190	COL5A2
2q32.2	"Ehlers-Danlos syndrome, vascular type"	130050	AD	3	COL3A1	120180	COL3A1
17q21.33	"Ehlers-Danlos syndrome, arthrochalasia type, 1"	130060	AD	3	COL1A1	120150	COL1A1
5q35.3	"Ehlers-Danlos syndrome, spondylodysplastic type, 1"	130070	AR	3	B4GALT7	604327	B4GALT7
1q23.1	Elliptocytosis-2	130600	AD	3	SPTA1	182860	SPTA1
11p15.5	Beckwith-Wiedemann syndrome	130650	AD	3	ICR1	616186
11p15.5	Beckwith-Wiedemann syndrome	130650	AD	3	H19	103280	H19
11p15.5	Beckwith-Wiedemann syndrome	130650	AD	3	KCNQ1OT1	604115	KCNQ1OT1
11p15.4	Beckwith-Wiedemann syndrome	130650	AD	3	CDKN1C	600856	CDKN1C
19p13.12	Lateral meningocele syndrome	130720	AD	3	NOTCH3	600276	NOTCH3
8q24.3	"Amelogenesis imperfecta, type IIIA"	130900	AD	3	FAM83H	611927	FAM83H
11q13.1	Multiple endocrine neoplasia 1	131100	AD	3	MEN1	613733	MEN1
19q13.2	Camurati-Engelmann disease	131300	AD	3	TGFB1	190180	TGFB1
3p21.31	Transient bullous of the newborn	131705	AD	3	COL7A1	120120	COL7A1
3p21.31	"Epidermolysis bullosa dystrophica, AD"	131750	AD	3	COL7A1	120120	COL7A1
12q13.13	"Epidermolysis bullosa simplex, Dowling-Meara type"	131760	AD	3	KRT5	148040	KRT5
17q21.2	"Epidermolysis bullosa simplex, Dowling-Meara type"	131760	AD	3	KRT14	148066	KRT14
12q13.13	"Epidermolysis bullosa simplex, Weber-Cockayne type"	131800	AD	3	KRT5	148040	KRT5
17q21.2	"Epidermolysis bullosa simplex, Weber-Cockayne type"	131800	AD	3	KRT14	148066	KRT14
17q25.1	Epidermolysis bullosa of hands and feet	131800	AD	3	ITGB4	147557	ITGB4
3p21.31	"Epidermolysis bullosa, pretibial"	131850	AD	3	COL7A1	120120	COL7A1
12q13.13	"Epidermolysis bullosa simplex, Koebner type"	131900	AD	3	KRT5	148040	KRT5
17q21.2	"Epidermolysis bullosa simplex, Koebner type"	131900	AD	3	KRT14	148066	KRT14
8q24.3	"Epidermolysis bullosa simplex, Ogna type"	131950	AD	3	PLEC1	601282	PLEC
12q13.13	Epidermolysis bullosa simplex-MP	131960	AD	3	KRT5	148040	KRT5
3p21.31	"EBD, Bart type"	132000	AD	3	COL7A1	120120	COL7A1
19p13.11	"Epiphyseal dysplasia, multiple, 1"	132400	AD	3	COMP	600310	COMP
12q13.11	"Epiphyseal dysplasia, multiple, with myopia and deafness"	132450	AD	3	COL2A1	120140	COL2A1
1p34.1	"Colorectal adenomatous polyposis, autosomal recessive, with pilomatricomas"	132600	SMu	3	MUTYH	604933	MUTYH
3p22.1	"Pilomatricoma, somatic"	132600	None	3	CTNNB1	116806	CTNNB1
16q12.1	"Cylindromatosis, familial"	132700	AD	3	CYLD	605018	CYLD
9q22.33	"{Multiple self-healing squamous epithelioma, susceptibility to}"	132800	AD	3	TGFBR1	190181	TGFBR1
16p13.11	"Aortic aneurysm, familial thoracic 4"	132900	AD	3	MYH11	160745	MYH11
2q24.3	Small fiber neuropathy	133020	AD	3	SCN9A	603415	SCN9A
2q24.3	"Erythermalgia, primary"	133020	AD	3	SCN9A	603415	SCN9A
9p24.1	"Erythrocytosis, somatic"	133100	None	3	JAK2	147796	JAK2
12q24.12	"Erythrocytosis, somatic"	133100	None	3	SH2B3	605093	SH2B3
19p13.2	"[Erythrocytosis, familial, 1]"	133100	AD	3	EPOR	133171	EPOR
6q14.1	Spinocerebellar ataxia 34	133190	AD	3	ELOVL4	605512	ELOVL4
1p34.3	Erythrokeratodermia variabilis et progressiva 1	133200	AD	3	GJB3	603324	GJB3
3p24.1	"Esophageal cancer, somatic"	133239	None	3	TGFBR2	190182	TGFBR2
8p21.3	Esophageal squamous cell carcinoma	133239	AD	3	LZTS1	606551	LZTS1
13q12.13	"Esophageal carcinoma, somatic"	133239	None	3	RNF6	604242	RNF6
16q23.1-q23.2	"Esophageal squamous cell carcinoma, somatic"	133239	None	3	WWOX	605131	WWOX
18q21.2	"Esophageal carcinoma, somatic"	133239	None	3	DCC	120470	DCC
10q11.23	"Cockayne syndrome, type B"	133540	AR	3	ERCC6	609413	ERCC6
8q24.11	"Exostoses, multiple, type 1"	133700	AD	3	EXT1	608177	EXT1
11p11.2	"Exostoses, multiple, type 2"	133701	AD	3	EXT2	608210	EXT2
11q14.2	Exudative vitreoretinopathy 1	133780	AD	3	FZD4	604579	FZD4
11q14.2	Retinopathy of prematurity	133780	AD	3	FZD4	604579	FZD4
16p13.3	"Familial Mediterranean fever, AD"	134610	AD	3	MEFV	608107	MEFV
2q24.1	Fibrodysplasia ossificans progressiva	135100	AD	3	ACVR1	102576	ACVR1
17p11.2	Birt-Hogg-Dube syndrome	135150	AD	3	FLCN	607273	FLCN
5q22.2	"Desmoid disease, hereditary"	135290	AD	3	APC	611731	APC
2p22.1	"?Fibromatosis, gingival, 1"	135300	AD	3	SOS1	182530	SOS1
1q32.2	Zimmermann-Laband syndrome 1	135500	AD	3	KCNH1	603305	KCNH1
12q12	"Fibrosis of extraocular muscles, congenital, 1"	135700	AD	3	KIF21A	608283	KIF21A
12q12	"Fibrosis of extraocular muscles, congenital, 3B"	135700	AD	3	KIF21A	608283	KIF21A
7q36.3	Laurin-Sandrow syndrome	135750	AD	3	LMBR1	605522	LMBR1
6q25.3	Coffin-Siris syndrome 1	135900	AD	3	ARID1B	614556	ARID1B
4q22.3	Adermatoglyphia	136000	AD	3	SMARCAD1	612761	SMARCAD1
16q22.1	Fish-eye disease	136120	AR	3	LCAT	606967	LCAT
16p11.2	Floating-Harbor syndrome	136140	AD	3	SRCAP	611421	SRCAP
11p13	Foveal hypoplasia 1	136520	AD	3	PAX6	607108	PAX6
6q16.2	"Macular dystrophy, North Carolina type"	136550	AD	3	DHS6S1	616842
12q13.12	"Mental retardation, FRA12A type"	136630	AD	3	DIP2B	611379	DIP2B
11p13	Frasier syndrome	136680	SMu	3	WT1	607102	WT1
1p13.3	Frontonasal dysplasia 1	136760	AR	3	ALX3	606014	ALX3
1p34.3	"Corneal dystrophy, Fuchs endothelial, 1"	136800	AD	3	COL8A2	120252	COL8A2
3q22.1	Retinitis punctata albescens	136880	AD	3	RHO	180380	RHO
6p21.1	Retinitis punctata albescens	136880	AD	3	PRPH2	179605	PRPH2
12q13.2	Fundus albipunctatus	136880	AD	3	RDH5	601617	RDH5
15q26.1	Retinitis punctata albescens	136880	AD	3	RLBP1	180090	RLBP1
15q26.1	Fundus albipunctatus	136880	AD	3	RLBP1	180090	RLBP1
22q12.3	Sorsby fundus dystrophy	136900	AD	3	TIMP3	188826	TIMP3
5q23.3	"Neuromyotonia and axonal neuropathy, autosomal recessive"	137200	AR	3	HINT1	601314	HINT1
2q14.1	{Gastric cancer risk after H. pylori infection}	137215	AD	3	IL1B	147720	IL1B
2q14.1	{Gastric cancer risk after H. pylori infection}	137215	AD	3	IL1RN	147679	IL1RN
12p12.1	"Gastric cancer, somatic"	137215	None	3	KRAS	190070	KRAS
16q22.1	"Gastric cancer, familial diffuse, with or without cleft lip and/or palate"	137215	AD	3	CDH1	192090	CDH1
1p22.3	"Lymphoma, MALT, somatic"	137245	None	3	BCL10	603517	BCL10
20p13	Gerstmann-Straussler disease	137440	AD	3	PRNP	176640	PRNP
20p13	"Cerebral amyloid angiopathy, PRNP-related"	137440	AD	3	PRNP	176640	PRNP
1p13.2	"Melanocytic nevus syndrome, congenital, somatic"	137550	None	3	NRAS	164790	NRAS
11p15.5	"{Spitz nevus or nevus spilus, somatic}"	137550	None	3	HRAS	190020	HRAS
4q25	Anterior segment dysgenesis 4	137600	AD	3	PITX2	601542	PITX2
1q24.3	"Glaucoma 1A, primary open angle"	137750	AD	3	MYOC	601652	MYOC
10p13	"Glaucoma 1, open angle, E"	137760	AD	3	OPTN	602432	OPTN
2q34	"{Glioma, susceptibility to, somatic}"	137800	None	3	IDH1	147700	IDH1
17p13.1	{Glioma susceptibility 1}	137800	AD	3	TP53	191170	TP53
17q12	"Glioblastoma, somatic"	137800	None	3	ERBB2	164870	ERBB2
17q12	Renal cysts and diabetes syndrome	137920	AD	3	HNF1B	189907	HNF1B
20q13.33	Hypotrichosis-lymphedema-telangiectasia-renal defect syndrome	137940	AD	3	SOX18	601618	SOX18
1p22.1	Glomuvenous malformations	138000	AD	3	GLML	601749	GLMN
3p21.31	Hyperglycinuria	138500	AD	3	SLC6A20	605616	SLC6A20
5p15.33	Hyperglycinuria	138500	AD	3	SLC6A19	608893	SLC6A19
5q33.1	Hyperglycinuria	138500	AD	3	SLC36A2	608331	SLC36A2
14q32.13	"Goiter, multinodular 1, with or without Sertoli-Leydig cell tumors"	138800	AD	3	DICER1	606241	DICER1
4q22.1	"[Uric acid concentration, serum, QTL1]"	138900	?AD	3	ABCG2	603756	ABCG2
3p21.31	Gray platelet syndrome	139090	AR	3	NBEAL2	614169	NBEAL2
18q21.2	Myhre syndrome	139210	AD	3	SMAD4	600993	SMAD4
15q21.2	Aromatase excess syndrome	139300	AD	3	CYP19A1	107910	CYP19A1
17p12	"?Neuropathy, inflammatory demyelinating"	139393	?AD	3	PMP22	601097	PMP22
7p15.2	Hand-foot-uterus syndrome	140000	AD	3	HOXA13	142959	HOXA13
12q24.31	Hawkinsinuria	140350	AD	3	HPD	609695	HPD
2p24.1	{Osteoarthritis susceptibility 2}	140600	AD	3	MATN3	602109	MATN3
11p15.4	"Heinz body anemias, beta-"	140700	AD	3	HBB	141900	HBB
16p13.3	Heinz body anemia	140700	AD	3	HBA2	141850	HBA2
16p13.3	"Heinz body anemias, alpha-"	140700	AD	3	HBA1	141800	HBA1
2q36.3	"Hematuria, benign familial"	141200	AD	3	COL4A3	120070	COL4A3
19p13.13	"Migraine, familial hemiplegic, 1"	141500	AD	3	CACNA1A	601011	CACNA1A
19p13.13	"Migraine, familial hemiplegic, 1, with progressive cerebellar ataxia"	141500	AD	3	CACNA1A	601011	CACNA1A
11p15.4	Delta-beta thalassemia	141749	AD	3	HBB	141900	HBB
11p15.4	Hereditary persistence of fetal hemoglobin	141749	AD	3	HBB	141900	HBB
11p15.4	Fetal hemoglobin quantitative trait locus 1	141749	AD	3	HBG1	142200	HBG1
11p15.4	Fetal hemoglobin quantitative trait locus 1	141749	AD	3	HBG2	142250	HBG2
12q24.31	"Hepatic adenoma, somatic"	142330	None	3	HNF1A	142410	HNF1A
10q11.21	"{Hirschsprung disease, susceptibility to, 1}"	142623	AD	3	RET	164761	RET
4q35.1	"?Hip dysplasia, Beukes type"	142669	AD	3	UFSP2	611482	UFSP2
12p13.31	"Periodic fever, familial"	142680	AD	3	TNFRSF1A	191190	TNFRSF1A
1q23.2	"Acne inversa, familial, 1"	142690	AD	3	NCSTN	605254	NCSTN
12q24.21	Holt-Oram syndrome	142900	AD	3	TBX5	601620	TBX5
7q36.3	Holoprosencephaly 3	142945	AD	3	SHH	600725	SHH
18p11.31	Holoprosencephaly 4	142946	AD	3	TGIF1	602630	TGIF1
10q22.1	Spondyloepiphyseal dysplasia with congenital joint dislocations	143095	AR	3	CHST3	603799	CHST3
4p16.3	Huntington disease	143100	AD	3	HTT	613004	HTT
5q14.2-q14.3	Wagner syndrome 1	143200	AD	3	VCAN	118661	VCAN
6q14.3	Congenital anomalies of kidney and urinary tract 2	143400	AD	3	TBX18	604613	TBX18
4p16.1	"{Attention deficit-hyperactivity disorder, susceptibility to}"	143465	AD	3	DRD5	126453	DRD5
11p15.5	{Attention deficit-hyperactivity disorder}	143465	AD	3	DRD4	126452	DRD4
16q13	[High density lipoprotein cholesterol level QTL 10]	143470	AD	3	CETP	118470	CETP
16q13	Hyperalphalipoproteinemia	143470	AD	3	CETP	118470	CETP
2q37.1	[Gilbert syndrome]	143500	AR	3	UGT1A1	191740	UGT1A1
15q22.2	"Hyperchlorhidrosis, isolated"	143860	AR	3	CA12	603263	CA12
1q24.2	"{Hypercalciuria, absorptive, susceptibility to}"	143870	AD	3	ADCY10	605205	ADCY10
20q13.2	"Hypercalcemia, infantile, 1"	143880	AR	3	CYP24A1	126065	CYP24A1
1q23.3	"{Hypercholesterolemia, familial, modifier of}"	143890	AD	3	APOA2	107670	APOA2
3p21.1	"{Hypercholesterolemia, susceptibility to}"	143890	AD	3	ITIH4	600564	ITIH4
5p13-p12	"{Hypercholesterolemia, familial, modifier of}"	143890	AD	3	GHR	600946	GHR
7p14.3	"{Hypercholesterolemia, susceptibility to}"	143890	AD	3	GSBS	604088	PPP1R17
8p21.2-p21.1	"{Hypercholesterolemia, familial, due to LDLR defect, modifier of}"	143890	AD	3	EPHX2	132811	EPHX2
9q31.1	"{Coronary artery disease in familial hypercholesterolemia, protection against}"	143890	AD	3	ABCA1	600046	ABCA1
19p13.2	LDL cholesterol level QTL2	143890	AD	3	LDLR	606945	LDLR
19p13.2	"Hypercholesterolemia, familial"	143890	AD	3	LDLR	606945	LDLR
2p24.1	"Hypercholesterolemia, due to ligand-defective apo B"	144010	AD	3	APOB	107730	APOB
12q13.13	"Palmoplantar keratoderma, epidermolytic"	144200	AD	3	KRT1	139350	KRT1
17q21.2	"Palmoplantar keratoderma, epidermolytic"	144200	AD	3	KRT9	607606	KRT9
8p21.3	"Combined hyperlipidemia, familial"	144250	AD	3	LPL	609708	LPL
11q23.3	"Hyperchylomicronemia, late-onset"	144650	AD	3	APOA5	606368	APOA5
3p25.3	"Renal cell carcinoma, clear cell, somatic"	144700	None	3	OGG1	601982	OGG1
3p25.3	"Renal cell carcinoma, somatic"	144700	None	3	VHL	608537	VHL
8q24.13	Renal cell carcinoma	144700	None	3	RNF139	603046	RNF139
12q24.31	Renal cell carcinoma	144700	None	3	HNF1A	142410	HNF1A
17p11.2	"Renal carcinoma, chromophobe, somatic"	144700	None	3	FLCN	607273	FLCN
17q12	{Renal cell carcinoma}	144700	None	3	HNF1B	189907	HNF1B
11q13.2	"Hyperostosis, endosteal"	144750	AD	3	LRP5	603506	LRP5
11q13.2	Osteosclerosis	144750	AD	3	LRP5	603506	LRP5
1q31.2	"Hyperparathyroidism, familial primary"	145000	AD	3	CDC73	607393	CDC73
1q31.2	Parathyroid adenoma with cystic changes	145001	AD	3	CDC73	607393	CDC73
1q31.2	Hyperparathyroidism-jaw tumor syndrome	145001	AD	3	CDC73	607393	CDC73
12q21.32	Hyperpigmentation with or without hypopigmentation	145250	AD	3	KITLG	184745	KITLG
22q11.23	"Opitz GBBB syndrome, type II"	145410	AD	3	SPECC1L	614140	SPECC1L
1p36.12	"{Hypertension, essential, susceptibility to}"	145500	Mu	3	ECE1	600423	ECE1
1q42.2	"{Hypertension, essential, susceptibility to}"	145500	Mu	3	AGT	106150	AGT
3q24	"{Hypertension, essential}"	145500	Mu	3	AGTR1	106165	AGTR1
4p16.3	"{Hypertension, essential, salt-sensitive}"	145500	Mu	3	ADD1	102680	ADD1
7q22.1	"{Hypertension, salt-sensitive essential, susceptibility to}"	145500	Mu	3	CYP3A5	605325	CYP3A5
7q36.1	"{Hypertension, susceptibility to}"	145500	Mu	3	NOS3	163729	NOS3
12p13.31	"{Hypertension, essential, susceptibility to}"	145500	Mu	3	GNB3	139130	GNB3
20q13.13	"Hypertension, essential"	145500	Mu	3	PTGIS	601699	PTGIS
19q13.2	King-Denborough syndrome	145600	AD	3	RYR1	180901	RYR1
19q13.2	{Malignant hyperthermia susceptibility 1}	145600	AD	3	RYR1	180901	RYR1
3p24.2	"Thyroid hormone resistance, selective pituitary"	145650	AD	3	THRB	190160	THRB
18q12.1	[Dystransthyretinemic hyperthyroxinemia]	145680	AD	3	TTR	176300	TTR
11q23.3	"{Hypertriglyceridemia, susceptibility to}"	145750	AD	3	APOA5	606368	APOA5
21q11.2	"{Hypertriglyceridemia, susceptibility to}"	145750	AD	3	LIPI	609252	LIPI
1q23.3	Dejerine-Sottas disease	145900	AD	3	MPZ	159440	MPZ
10q21.3	Dejerine-Sottas disease	145900	AD	3	EGR2	129010	EGR2
17p12	Dejerine-Sottas disease	145900	AD	3	PMP22	601097	PMP22
19q13.2	Dejerine-Sottas disease	145900	AD	3	PRX	605725	PRX
3q13.3-q21.1	"Hypocalciuric hypercalcemia, type I"	145980	AD	3	CASR	601199	CASR
19p13.3	"Hypocalciuric hypercalcemia, type II"	145981	AD	3	GNA11	139313	GNA11
4p16.3	Hypochondroplasia	146000	AD	3	FGFR3	134934	FGFR3
4q13.2	Hypogonadotropic hypogonadism 7 without anosmia	146110	AR	3	GNRHR	138850	GNRHR
6p24.2	"Hypoparathyroidism, familial isolated"	146200	AD	3	GCM2	603716	GCM2
11p15.3	"Hypoparathyroidism, autosomal dominant"	146200	AD	3	PTH	168450	PTH
11p15.3	"Hypoparathyroidism, autosomal recessive"	146200	AD	3	PTH	168450	PTH
10p14	"Hypoparathyroidism, sensorineural deafness, and renal dysplasia"	146255	AD	3	GATA3	131320	GATA3
1p36.12	"Hypophosphatasia, adult"	146300	AD	3	ALPL	171760	ALPL
1p36.12	Odontohypophosphatasia	146300	AD	3	ALPL	171760	ALPL
4q21.22-q21.23	"{Multiple system atrophy, susceptibility to}"	146500	AD	3	COQ2	609825	COQ2
7p14.1	Pallister-Hall syndrome	146510	AD	3	GLI3	165240	GLI3
6p21.33	Hypotrichosis 2	146520	AD	3	CDSN	602593	CDSN
8p21.3	Hypotrichosis 4	146550	AD	3	HR	602302	HR
12q13.13	"Ichthyosis histrix, Curth-Macklin type"	146590	AD	3	KRT1	139350	KRT1
1q21.3	Ichthyosis vulgaris	146700	AD	3	FLG	135940	FLG
12q13.13	Ichthyosis bullosa of Siemens	146800	AD	3	KRT2	600194	KRT2
6p12.3	"{Atopy, susceptibility to}"	147050	AD	3	PLA2G7	601690	PLA2G7
11q12.1	"{Atopy, susceptibility to}"	147050	AD	3	MS4A2	147138	MS4A2
16p12.1	"{Atopy, susceptibility to}"	147050	AD	3	IL4R	147781	IL4R
16p12.1	"[IgE, elevated level of]"	147050	AD	3	IL21R	605383	IL21R
17q21.2	Hyper-IgE recurrent infection syndrome	147060	AD	3	STAT3	102582	STAT3
7q36.3	Single median maxillary central incisor	147250	AD	3	SHH	600725	SHH
14q11.2	?Marsili syndrome	147430	AD	3	ZFHX2	617828	ZFHX2
18q21.31	"Cholestasis, intrahepatic, of pregnancy, 1"	147480	AD	3	ATP8B1	602397	ATP8B1
20q13.2	IVIC syndrome	147750	AD	3	SALL4	607343	SALL4
17q23.2	Ischiocoxopodopatellar syndrome	147891	AD	3	TBX4	601719	TBX4
12q13.12	Kabuki syndrome 1	147920	AD	3	KMT2D	602113	KMT2D
8p11.23	Hypogonadotropic hypogonadism 2 with or without anosmia	147950	AD	3	FGFR1	136350	FGFR1
7p15.3	"{Kaposi sarcoma, susceptibility to}"	148000	AD	3	IL6	147620	IL6
16q24.3	KBG syndrome	148050	AD	3	ANKRD11	611192	ANKRD11
11p13	Keratitis	148190	AD	3	PAX6	607108	PAX6
13q12.11	Keratitis-ichthyosis-deafness syndrome	148210	AD	3	GJB2	121011	GJB2
20p11.21	Keratoconus 1	148300	AD	3	VSX1	605020	VSX1
13q12.11	"Keratoderma, palmoplantar, with deafness"	148350	AD	3	GJB2	121011	GJB2
17q25.1	Tylosis with esophageal cancer	148500	AD	3	RHBDF2	614404	RHBDF2
15q23	"Keratoderma, palmoplantar, punctate type IA"	148600	AD	3	AAGAB	614888	AAGAB
18q12.1	"Keratosis palmoplantaris striata I, AD"	148700	AD	3	DSG1	125670	DSG1
2q36.1	"Waardenburg syndrome, type 3"	148820	AD	3	PAX3	606597	PAX3
13q12.11	Bart-Pumphrey syndrome	149200	AD	3	GJB2	121011	GJB2
5q33.1	"Hyperekplexia, hereditary 1, autosomal dominant or recessive"	149400	AD	3	GLRA1	138491	GLRA1
1p13.1	?Lacrimal duct defect	149700	AR	3	IGSF3	603491	IGSF3
4p16.3	LADD syndrome	149730	AD	3	FGFR3	134934	FGFR3
5p12	LADD syndrome	149730	AD	3	FGF10	602115	FGF10
10q26.13	LADD syndrome	149730	AD	3	FGFR2	176943	FGFR2
3p14.3	Larsen syndrome	150250	AD	3	FLNB	603381	FLNB
2q35	"Tooth agenesis, selective, 4"	150400	AD	3	WNT10A	606268	WNT10A
12q13.11	Legg-Calve-Perthes disease	150600	AD	3	COL2A1	120140	COL2A1
1q43	Leiomyomatosis and renal cell cancer	150800	AD	3	FH	136850	FH
8q22.1	Lenz-Majewski hyperostotic dwarfism	151050	AD	3	PTDSS1	612792	PTDSS1
12q24.13	LEOPARD syndrome 1	151100	AD	3	PTPN11	176876	PTPN11
12q13.11	"Platyspondylic skeletal dysplasia, Torrance type"	151210	AD	3	COL2A1	120140	COL2A1
3p22.2	"Nail disorder, nonsyndromic congenital, 3, (leukonychia)"	151600	AD	3	PLCD1	602142	PLCD1
17p13.1	Li-Fraumeni syndrome	151623	AD	3	TP53	191170	TP53
1q22	"Lipodystrophy, familial partial, type 2"	151660	AD	3	LMNA	150330	LMNA
1p13.2	{Systemic lupus erythematosus susceptibility to}	152700	AD	3	PTPN22	600716	PTPN22
1q23.3	"{Lupus nephritis, susceptibility to}"	152700	AD	3	FCGR2A	146790	FCGR2A
1q23.3	"{Systemic lupus erythematosus, susceptibility to}"	152700	AD	3	FCGR2B	604590	FCGR2B
